label	size	lifespan	submitted_name_pantheria.pantheria	submitted_name_anage.pantheria	matched_name	size.pantheria	lifespan.pantheria	submitted_name_pantheria.anage	submitted_name_anage.anage	size.anage	lifespan.anage
Nyctereutes_procyonoides	6500	16.6	Nyctereutes_procyonoides	Nyctereutes_procyonoides	Nyctereutes procyonoides	4214.99	14	Nyctereutes_procyonoides	Nyctereutes_procyonoides	6500	16.6
Nycteris_arge	10.79	NA	Nycteris_arge	NA	Nycteris arge	10.79	-83.25	Nycteris_arge	NA	NA	NA
Nycteris_aurita	NA	NA	Nycteris_aurita	NA	Nycteris aurita	-999	-83.25	Nycteris_aurita	NA	NA	NA
Nycteris_gambiensis	7.13	NA	Nycteris_gambiensis	NA	Nycteris gambiensis	7.13	-83.25	Nycteris_gambiensis	NA	NA	NA
Nycteris_grandis	29.8	NA	Nycteris_grandis	NA	Nycteris grandis	29.8	-83.25	Nycteris_grandis	NA	NA	NA
Nycteris_hispida	7.98	NA	Nycteris_hispida	NA	Nycteris hispida	7.98	-83.25	Nycteris_hispida	NA	NA	NA
Nycteris_intermedia	NA	NA	Nycteris_intermedia	NA	Nycteris intermedia	-999	-83.25	Nycteris_intermedia	NA	NA	NA
Nycteris_javanica	17.78	NA	Nycteris_javanica	NA	Nycteris javanica	17.78	-83.25	Nycteris_javanica	NA	NA	NA
Nycteris_macrotis	14.49	NA	Nycteris_macrotis	NA	Nycteris macrotis	14.49	-83.25	Nycteris_macrotis	NA	NA	NA
Nycteris_madagascariensis	17.69	NA	Nycteris_madagascariensis	NA	Nycteris madagascariensis	17.69	-83.25	Nycteris_madagascariensis	NA	NA	NA
Nycteris_major	NA	NA	Nycteris_major	NA	Nycteris major	-999	-83.25	Nycteris_major	NA	NA	NA
Nycteris_nana	6.98	NA	Nycteris_nana	NA	Nycteris nana	6.98	-83.25	Nycteris_nana	NA	NA	NA
Nycteris_parisii	NA	NA	Nycteris_parisii	NA	Nycteris parisii	-999	-83.25	Nycteris_parisii	NA	NA	NA
Nycteris_thebaica	9.2	NA	Nycteris_thebaica	NA	Nycteris thebaica	9.2	-83.25	Nycteris_thebaica	NA	NA	NA
Nycteris_tragata	14.4	NA	Nycteris_tragata	NA	Nycteris tragata	14.4	-83.25	Nycteris_tragata	NA	NA	NA
Nycteris_vinsoni	NA	NA	Nycteris_vinsoni	NA	Nycteris vinsoni	-999	-83.25	Nycteris_vinsoni	NA	NA	NA
Nycteris_woodi	7.6	NA	Nycteris_woodi	NA	Nycteris woodi	7.6	-83.25	Nycteris_woodi	NA	NA	NA
Nycticebus_bengalensis	1137.36	NA	Nycticebus_bengalensis	NA	Nycticebus bengalensis	1137.36	-83.25	Nycticebus_bengalensis	NA	NA	NA
Nycticebus_coucang	924.55	26.5	Nycticebus_coucang	Nycticebus_coucang	Nycticebus coucang	924.55	26.5	Nycticebus_coucang	Nycticebus_coucang	890.5	25.8
Nycticebus_pygmaeus	419	19.3	Nycticebus_pygmaeus	Nycticebus_pygmaeus	Nycticebus pygmaeus	342.32	-83.25	Nycticebus_pygmaeus	Nycticebus_pygmaeus	419	19.3
Nycticeinops_schlieffeni	5.05	NA	Nycticeinops_schlieffeni	NA	Nycticeinops schlieffeni	5.05	-83.25	Nycticeinops_schlieffeni	NA	NA	NA
Nycticeius_aenobarbus	NA	NA	Nycticeius_aenobarbus	NA	Nycticeius aenobarbus	-999	-83.25	Nycticeius_aenobarbus	NA	NA	NA
Nycticeius_cubanus	NA	NA	Nycticeius_cubanus	NA	Nycticeius cubanus	-999	-83.25	Nycticeius_cubanus	NA	NA	NA
Nycticeius_humeralis	9.75	6	Nycticeius_humeralis	Nycticeius_humeralis	Nycticeius humeralis	9.12	5	Nycticeius_humeralis	Nycticeius_humeralis	9.75	6
Nyctiellus_lepidus	NA	NA	Nyctiellus_lepidus	NA	Nyctiellus lepidus	-999	-83.25	Nyctiellus_lepidus	NA	NA	NA
Nyctimene_aello	85.26	NA	Nyctimene_aello	NA	Nyctimene aello	85.26	-83.25	Nyctimene_aello	NA	NA	NA
Nyctimene_albiventer	29.95	NA	Nyctimene_albiventer	NA	Nyctimene albiventer	29.95	-83.25	Nyctimene_albiventer	NA	NA	NA
Nyctimene_cephalotes	44.92	NA	Nyctimene_cephalotes	NA	Nyctimene cephalotes	44.92	-83.25	Nyctimene_cephalotes	NA	NA	NA
Nyctimene_certans	43.24	NA	Nyctimene_certans	NA	Nyctimene certans	43.24	-83.25	Nyctimene_certans	NA	NA	NA
Nyctimene_cyclotis	48.83	NA	Nyctimene_cyclotis	NA	Nyctimene cyclotis	48.83	-83.25	Nyctimene_cyclotis	NA	NA	NA
Nyctimene_draconilla	30.15	NA	Nyctimene_draconilla	NA	Nyctimene draconilla	30.15	-83.25	Nyctimene_draconilla	NA	NA	NA
Nyctimene_keasti	NA	NA	Nyctimene_keasti	NA	Nyctimene keasti	-999	-83.25	Nyctimene_keasti	NA	NA	NA
Nyctimene_major	107.06	NA	Nyctimene_major	NA	Nyctimene major	107.06	-83.25	Nyctimene_major	NA	NA	NA
Nyctimene_malaitensis	78.39	NA	Nyctimene_malaitensis	NA	Nyctimene malaitensis	78.39	-83.25	Nyctimene_malaitensis	NA	NA	NA
Nyctimene_masalai	53.2	NA	Nyctimene_masalai	NA	Nyctimene masalai	53.2	-83.25	Nyctimene_masalai	NA	NA	NA
Nyctimene_minutus	NA	NA	Nyctimene_minutus	NA	Nyctimene minutus	-999	-83.25	Nyctimene_minutus	NA	NA	NA
Nyctimene_rabori	68.25	NA	Nyctimene_rabori	NA	Nyctimene rabori	68.25	-83.25	Nyctimene_rabori	NA	NA	NA
Nyctimene_robinsoni	48.83	NA	Nyctimene_robinsoni	NA	Nyctimene robinsoni	48.83	-83.25	Nyctimene_robinsoni	NA	NA	NA
Nyctimene_sanctacrucis	NA	NA	Nyctimene_sanctacrucis	NA	Nyctimene sanctacrucis	-999	-83.25	Nyctimene_sanctacrucis	NA	NA	NA
Nyctimene_vizcaccia	41.96	NA	Nyctimene_vizcaccia	NA	Nyctimene vizcaccia	41.96	-83.25	Nyctimene_vizcaccia	NA	NA	NA
Nyctinomops_aurispinosus	18.43	NA	Nyctinomops_aurispinosus	NA	Nyctinomops aurispinosus	18.43	-83.25	Nyctinomops_aurispinosus	NA	NA	NA
Nyctinomops_femorosaccus	15.04	NA	Nyctinomops_femorosaccus	NA	Nyctinomops femorosaccus	15.04	-83.25	Nyctinomops_femorosaccus	NA	NA	NA
Nyctinomops_laticaudatus	13.12	NA	Nyctinomops_laticaudatus	NA	Nyctinomops laticaudatus	13.12	-83.25	Nyctinomops_laticaudatus	NA	NA	NA
Nyctinomops_macrotis	16.38	NA	Nyctinomops_macrotis	NA	Nyctinomops macrotis	16.38	-83.25	Nyctinomops_macrotis	NA	NA	NA
Nyctomys_sumichrasti	59.99	5.7	Nyctomys_sumichrasti	Nyctomys_sumichrasti	Nyctomys sumichrasti	59.99	5.2	Nyctomys_sumichrasti	Nyctomys_sumichrasti	50	5.7
Nyctophilus_arnhemensis	6.83	NA	Nyctophilus_arnhemensis	NA	Nyctophilus arnhemensis	6.83	-83.25	Nyctophilus_arnhemensis	NA	NA	NA
Nyctophilus_bifax	9.89	NA	Nyctophilus_bifax	NA	Nyctophilus bifax	9.89	-83.25	Nyctophilus_bifax	NA	NA	NA
Nyctophilus_geoffroyi	NA	NA	Nyctophilus_geoffroyi	NA	Nyctophilus geoffroyi	-999	-83.25	Nyctophilus_geoffroyi	NA	NA	NA
Nyctophilus_gouldi	11.32	NA	Nyctophilus_gouldi	NA	Nyctophilus gouldi	11.32	-83.25	Nyctophilus_gouldi	NA	NA	NA
Nyctophilus_heran	NA	NA	Nyctophilus_heran	NA	Nyctophilus heran	-999	-83.25	Nyctophilus_heran	NA	NA	NA
Nyctophilus_howensis	NA	NA	Nyctophilus_howensis	NA	Nyctophilus howensis	-999	-83.25	Nyctophilus_howensis	NA	NA	NA
Nyctophilus_microdon	NA	NA	Nyctophilus_microdon	NA	Nyctophilus microdon	-999	-83.25	Nyctophilus_microdon	NA	NA	NA
Nyctophilus_microtis	7.29	NA	Nyctophilus_microtis	NA	Nyctophilus microtis	7.29	-83.25	Nyctophilus_microtis	NA	NA	NA
Ochotona_rufescens	250	NA	Ochotona_rufescens	NA	Ochotona rufescens	250	-83.25	Ochotona_rufescens	NA	NA	NA
Ochotona_rutila	NA	NA	Ochotona_rutila	NA	Ochotona rutila	-999	-83.25	Ochotona_rutila	NA	NA	NA
Ochotona_thibetana	NA	NA	Ochotona_thibetana	NA	Ochotona thibetana	-999	-83.25	Ochotona_thibetana	NA	NA	NA
Ochotona_thomasi	NA	NA	Ochotona_thomasi	NA	Ochotona thomasi	-999	-83.25	Ochotona_thomasi	NA	NA	NA
Ochotona_turuchanensis	NA	NA	Ochotona_turuchanensis	NA	Ochotona turuchanensis	-999	-83.25	Ochotona_turuchanensis	NA	NA	NA
Ochrotomys_nuttalli	22.81	8.4	Ochrotomys_nuttalli	Ochrotomys_nuttalli	Ochrotomys nuttalli	22.81	2.5	Ochrotomys_nuttalli	Ochrotomys_nuttalli	22	8.4
Octodon_bridgesi	162.25	NA	Octodon_bridgesi	NA	Octodon bridgesi	162.25	-83.25	Octodon_bridgesi	NA	NA	NA
Octodon_degus	235	14	Octodon_degus	Octodon_degus	Octodon degus	203.27	7.1000000000000005	Octodon_degus	Octodon_degus	235	14
Octodon_lunatus	200.55	NA	Octodon_lunatus	NA	Octodon lunatus	200.55	-83.25	Octodon_lunatus	NA	NA	NA
Octodon_pacificus	NA	NA	Octodon_pacificus	NA	Octodon pacificus	-999	-83.25	Octodon_pacificus	NA	NA	NA
Octodontomys_gliroides	158	7.333333333333333	Octodontomys_gliroides	Octodontomys_gliroides	Octodontomys gliroides	155.77	7.333333333333333	Octodontomys_gliroides	Octodontomys_gliroides	158	NA
Octomys_mimax	124.43	NA	Octomys_mimax	NA	Octomys mimax	124.43	-83.25	Octomys_mimax	NA	NA	NA
Odobenus_rosmarus	1042996.25	40	Odobenus_rosmarus	Odobenus_rosmarus	Odobenus rosmarus	1042996.25	40	Odobenus_rosmarus	Odobenus_rosmarus	1012500	NA
Odocoileus_hemionus	84560.57	22	Odocoileus_hemionus	Odocoileus_hemionus	Odocoileus hemionus	84560.57	22	Odocoileus_hemionus	Odocoileus_hemionus	57000	22
Odocoileus_virginianus	87000	23	Odocoileus_virginianus	Odocoileus_virginianus	Odocoileus virginianus	75901.25	23	Odocoileus_virginianus	Odocoileus_virginianus	87000	23
Oecomys_auyantepui	NA	NA	Oecomys_auyantepui	NA	Oecomys auyantepui	-999	-83.25	Oecomys_auyantepui	NA	NA	NA
Oecomys_bicolor	40.74	NA	Oecomys_bicolor	NA	Oecomys bicolor	40.74	-83.25	Oecomys_bicolor	NA	NA	NA
Oecomys_catherinae	NA	NA	Oecomys_catherinae	NA	Oecomys catherinae	-999	-83.25	Oecomys_catherinae	NA	NA	NA
Oecomys_cleberi	73.4	NA	Oecomys_cleberi	NA	Oecomys cleberi	73.4	-83.25	Oecomys_cleberi	NA	NA	NA
Onychomys_leucogaster	32.5	5.6	Onychomys_leucogaster	Onychomys_leucogaster	Onychomys leucogaster	27.92	5	Onychomys_leucogaster	Onychomys_leucogaster	32.5	5.6
Onychomys_torridus	22	4.6000000000000005	Onychomys_torridus	Onychomys_torridus	Onychomys torridus	21.68	4.6000000000000005	Onychomys_torridus	Onychomys_torridus	22	4.6
Orcaella_brevirostris	190000	30	Orcaella_brevirostris	Orcaella_brevirostris	Orcaella brevirostris	189999.99	-83.25	Orcaella_brevirostris	Orcaella_brevirostris	190000	30
Orcinus_orca	5628758.66	100	Orcinus_orca	Orcinus_orca	Orcinus orca	5628758.66	100	Orcinus_orca	Orcinus_orca	3987500	90
Oreamnos_americanus	90000	20.8	Oreamnos_americanus	Oreamnos_americanus	Oreamnos americanus	72105.4	19.169999999999998	Oreamnos_americanus	Oreamnos_americanus	90000	20.8
Oreonax_flavicauda	8229.12	NA	Oreonax_flavicauda	NA	Oreonax flavicauda	8229.12	-83.25	Oreonax_flavicauda	NA	NA	NA
Oreotragus_oreotragus	13486.55	25.9	Oreotragus_oreotragus	Oreotragus_oreotragus	Oreotragus oreotragus	13486.55	17.830000000000002	Oreotragus_oreotragus	Oreotragus_oreotragus	12000	25.9
Ornithorhynchus_anatinus	1484.25	22.6	Ornithorhynchus_anatinus	Ornithorhynchus_anatinus	Ornithorhynchus anatinus	1484.25	22	Ornithorhynchus_anatinus	Ornithorhynchus_anatinus	1250	22.6
Orthogeomys_cavator	650	NA	Orthogeomys_cavator	NA	Orthogeomys cavator	650	-83.25	Orthogeomys_cavator	NA	NA	NA
Orthogeomys_cherriei	NA	NA	Orthogeomys_cherriei	NA	Orthogeomys cherriei	-999	-83.25	Orthogeomys_cherriei	NA	NA	NA
Orthogeomys_cuniculus	499.99	NA	Orthogeomys_cuniculus	NA	Orthogeomys cuniculus	499.99	-83.25	Orthogeomys_cuniculus	NA	NA	NA
Orthogeomys_dariensis	437.99	NA	Orthogeomys_dariensis	NA	Orthogeomys dariensis	437.99	-83.25	Orthogeomys_dariensis	NA	NA	NA
Orthogeomys_grandis	499.99	NA	Orthogeomys_grandis	NA	Orthogeomys grandis	499.99	-83.25	Orthogeomys_grandis	NA	NA	NA
Orthogeomys_heterodus	615	NA	Orthogeomys_heterodus	NA	Orthogeomys heterodus	615	-83.25	Orthogeomys_heterodus	NA	NA	NA
Orthogeomys_hispidus	499.99	NA	Orthogeomys_hispidus	NA	Orthogeomys hispidus	499.99	-83.25	Orthogeomys_hispidus	NA	NA	NA
Orthogeomys_lanius	499.99	NA	Orthogeomys_lanius	NA	Orthogeomys lanius	499.99	-83.25	Orthogeomys_lanius	NA	NA	NA
Orthogeomys_matagalpae	NA	NA	Orthogeomys_matagalpae	NA	Orthogeomys matagalpae	-999	-83.25	Orthogeomys_matagalpae	NA	NA	NA
Orthogeomys_thaeleri	NA	NA	Orthogeomys_thaeleri	NA	Orthogeomys thaeleri	-999	-83.25	Orthogeomys_thaeleri	NA	NA	NA
Orthogeomys_underwoodi	250	NA	Orthogeomys_underwoodi	NA	Orthogeomys underwoodi	250	-83.25	Orthogeomys_underwoodi	NA	NA	NA
Orycteropus_afer	60000	29.8	Orycteropus_afer	Orycteropus_afer	Orycteropus afer	56175.2	24	Orycteropus_afer	Orycteropus_afer	60000	29.8
Oryctolagus_cuniculus	1800	18	Oryctolagus_cuniculus	Oryctolagus_cuniculus	Oryctolagus cuniculus	1590.57	18	Oryctolagus_cuniculus	Oryctolagus_cuniculus	1800	9
Oryx_beisa	200576.52	20	Oryx_beisa	NA	Oryx beisa	200576.52	20	Oryx_beisa	NA	NA	NA
Oryx_dammah	199798.95	27.5	Oryx_dammah	Oryx_dammah	Oryx dammah	199798.95	20.419999999999998	Oryx_dammah	Oryx_dammah	177500	27.5
Oryx_gazella	188404.45	23.8	Oryx_gazella	Oryx_gazella	Oryx gazella	188404.45	20	Oryx_gazella	Oryx_gazella	170000	23.8
Oryx_leucoryx	121350	20.8	Oryx_leucoryx	Oryx_leucoryx	Oryx leucoryx	75788.24	20	Oryx_leucoryx	Oryx_leucoryx	121350	20.8
Oryzomys_albigularis	60.5	NA	Oryzomys_albigularis	NA	Oryzomys albigularis	60.5	-83.25	Oryzomys_albigularis	NA	NA	NA
Oryzomys_alfaroi	33.3	NA	Oryzomys_alfaroi	NA	Oryzomys alfaroi	33.3	-83.25	Oryzomys_alfaroi	NA	NA	NA
Oryzomys_angouya	120.17	NA	Oryzomys_angouya	NA	Oryzomys angouya	120.17	-83.25	Oryzomys_angouya	NA	NA	NA
Oryzomys_auriventer	60.5	NA	Oryzomys_auriventer	NA	Oryzomys auriventer	60.5	-83.25	Oryzomys_auriventer	NA	NA	NA
Oryzomys_balneator	60.5	NA	Oryzomys_balneator	NA	Oryzomys balneator	60.5	-83.25	Oryzomys_balneator	NA	NA	NA
Oryzomys_bolivaris	60.5	NA	Oryzomys_bolivaris	NA	Oryzomys bolivaris	60.5	-83.25	Oryzomys_bolivaris	NA	NA	NA
Oryzomys_caracolus	NA	NA	Oryzomys_caracolus	NA	Oryzomys caracolus	-999	-83.25	Oryzomys_caracolus	NA	NA	NA
Oryzomys_chapmani	49.99	NA	Oryzomys_chapmani	NA	Oryzomys chapmani	49.99	-83.25	Oryzomys_chapmani	NA	NA	NA
Oryzomys_couesi	69.29	NA	Oryzomys_couesi	NA	Oryzomys couesi	69.29	-83.25	Oryzomys_couesi	NA	NA	NA
Oryzomys_seuanezi	NA	NA	Oryzomys_seuanezi	NA	Oryzomys seuanezi	-999	-83.25	Oryzomys_seuanezi	NA	NA	NA
Oryzomys_subflavus	49.91	NA	Oryzomys_subflavus	NA	Oryzomys subflavus	49.91	-83.25	Oryzomys_subflavus	NA	NA	NA
Oryzomys_talamancae	54.99	NA	Oryzomys_talamancae	NA	Oryzomys talamancae	54.99	-83.25	Oryzomys_talamancae	NA	NA	NA
Oryzomys_tatei	NA	NA	Oryzomys_tatei	NA	Oryzomys tatei	-999	-83.25	Oryzomys_tatei	NA	NA	NA
Oryzomys_xanthaeolus	79.79	NA	Oryzomys_xanthaeolus	NA	Oryzomys xanthaeolus	79.79	-83.25	Oryzomys_xanthaeolus	NA	NA	NA
Oryzomys_yunganus	60.5	NA	Oryzomys_yunganus	NA	Oryzomys yunganus	60.5	-83.25	Oryzomys_yunganus	NA	NA	NA
Oryzorictes_hova	35.74	NA	Oryzorictes_hova	NA	Oryzorictes hova	35.74	-83.25	Oryzorictes_hova	NA	NA	NA
Oryzorictes_tetradactylus	35.99	NA	Oryzorictes_tetradactylus	NA	Oryzorictes tetradactylus	35.99	-83.25	Oryzorictes_tetradactylus	NA	NA	NA
Osgoodomys_banderanus	49.99	NA	Osgoodomys_banderanus	NA	Osgoodomys banderanus	49.99	-83.25	Osgoodomys_banderanus	NA	NA	NA
Otaria_flavescens	207500	29	Otaria_flavescens	Otaria_flavescens	Otaria flavescens	193670.53	24.8	Otaria_flavescens	Otaria_flavescens	207500	29
Otocyon_megalotis	4150	17	Otocyon_megalotis	Otocyon_megalotis	Otocyon megalotis	4098.12	13.799999999999999	Otocyon_megalotis	Otocyon_megalotis	4150	17
Otolemur_crassicaudatus	1206.61	22.7	Otolemur_crassicaudatus	Otolemur_crassicaudatus	Otolemur crassicaudatus	1206.61	18.8	Otolemur_crassicaudatus	Otolemur_crassicaudatus	1094.5	22.7
Otolemur_garnettii	1300	20	Otolemur_garnettii	Otolemur_garnettii	Otolemur garnettii	811.17	17	Otolemur_garnettii	Otolemur_garnettii	1300	20
Otolemur_monteiri	1577.16	NA	Otolemur_monteiri	NA	Otolemur monteiri	1577.16	-83.25	Otolemur_monteiri	NA	NA	NA
Otomops_formosus	NA	NA	Otomops_formosus	NA	Otomops formosus	-999	-83.25	Otomops_formosus	NA	NA	NA
Otomops_johnstonei	NA	NA	Otomops_johnstonei	NA	Otomops johnstonei	-999	-83.25	Otomops_johnstonei	NA	NA	NA
Otomops_madagascariensis	NA	NA	Otomops_madagascariensis	NA	Otomops madagascariensis	-999	-83.25	Otomops_madagascariensis	NA	NA	NA
Otomops_martiensseni	34.92	NA	Otomops_martiensseni	NA	Otomops martiensseni	34.92	-83.25	Otomops_martiensseni	NA	NA	NA
Otomops_papuensis	NA	NA	Otomops_papuensis	NA	Otomops papuensis	-999	-83.25	Otomops_papuensis	NA	NA	NA
Otomops_secundus	NA	NA	Otomops_secundus	NA	Otomops secundus	-999	-83.25	Otomops_secundus	NA	NA	NA
Otomops_wroughtoni	NA	NA	Otomops_wroughtoni	NA	Otomops wroughtoni	-999	-83.25	Otomops_wroughtoni	NA	NA	NA
Otomys_anchietae	NA	NA	Otomys_anchietae	NA	Otomys anchietae	-999	-83.25	Otomys_anchietae	NA	NA	NA
Otomys_angoniensis	100.64	NA	Otomys_angoniensis	NA	Otomys angoniensis	100.64	-83.25	Otomys_angoniensis	NA	NA	NA
Otomys_barbouri	NA	NA	Otomys_barbouri	NA	Otomys barbouri	-999	-83.25	Otomys_barbouri	NA	NA	NA
Otomys_burtoni	NA	NA	Otomys_burtoni	NA	Otomys burtoni	-999	-83.25	Otomys_burtoni	NA	NA	NA
Otomys_cuanzensis	NA	NA	Otomys_cuanzensis	NA	Otomys cuanzensis	-999	-83.25	Otomys_cuanzensis	NA	NA	NA
Otomys_dartmouthi	NA	NA	Otomys_dartmouthi	NA	Otomys dartmouthi	-999	-83.25	Otomys_dartmouthi	NA	NA	NA
Otomys_denti	120	NA	Otomys_denti	NA	Otomys denti	120	-83.25	Otomys_denti	NA	NA	NA
Otomys_dollmani	NA	NA	Otomys_dollmani	NA	Otomys dollmani	-999	-83.25	Otomys_dollmani	NA	NA	NA
Otomys_irroratus	146.8	NA	Otomys_irroratus	Otomys_irroratus	Otomys irroratus	114.45	-83.25	Otomys_irroratus	Otomys_irroratus	146.8	NA
Otomys_jacksoni	NA	NA	Otomys_jacksoni	NA	Otomys jacksoni	-999	-83.25	Otomys_jacksoni	NA	NA	NA
Otomys_lacustris	NA	NA	Otomys_lacustris	NA	Otomys lacustris	-999	-83.25	Otomys_lacustris	NA	NA	NA
Otomys_laminatus	150	NA	Otomys_laminatus	NA	Otomys laminatus	150	-83.25	Otomys_laminatus	NA	NA	NA
Otomys_maximus	192	NA	Otomys_maximus	NA	Otomys maximus	192	-83.25	Otomys_maximus	NA	NA	NA
Otomys_occidentalis	NA	NA	Otomys_occidentalis	NA	Otomys occidentalis	-999	-83.25	Otomys_occidentalis	NA	NA	NA
Otomys_orestes	NA	NA	Otomys_orestes	NA	Otomys orestes	-999	-83.25	Otomys_orestes	NA	NA	NA
Otomys_saundersiae	NA	NA	Otomys_saundersiae	NA	Otomys saundersiae	-999	-83.25	Otomys_saundersiae	NA	NA	NA
Otomys_tropicalis	NA	NA	Otomys_tropicalis	NA	Otomys tropicalis	-999	-83.25	Otomys_tropicalis	NA	NA	NA
Otomys_typus	NA	NA	Otomys_typus	NA	Otomys typus	-999	-83.25	Otomys_typus	NA	NA	NA
Otomys_uzungwensis	NA	NA	Otomys_uzungwensis	NA	Otomys uzungwensis	-999	-83.25	Otomys_uzungwensis	NA	NA	NA
Otonycteris_hemprichii	21.98	NA	Otonycteris_hemprichii	NA	Otonycteris hemprichii	21.98	-83.25	Otonycteris_hemprichii	NA	NA	NA
Otonyctomys_hatti	36.2	NA	Otonyctomys_hatti	NA	Otonyctomys hatti	36.2	-83.25	Otonyctomys_hatti	NA	NA	NA
Otopteropus_cartilagonodus	16.92	NA	Otopteropus_cartilagonodus	NA	Otopteropus cartilagonodus	16.92	-83.25	Otopteropus_cartilagonodus	NA	NA	NA
Ototylomys_phyllotis	86.94	NA	Ototylomys_phyllotis	NA	Ototylomys phyllotis	86.94	-83.25	Ototylomys_phyllotis	NA	NA	NA
Ourebia_ourebi	17186.09	15.9	Ourebia_ourebi	Ourebia_ourebi	Ourebia ourebi	17186.09	15.83	Ourebia_ourebi	Ourebia_ourebi	17000	15.9
Ovibos_moschatus	315000	27.4	Ovibos_moschatus	Ovibos_moschatus	Ovibos moschatus	312500	24	Ovibos_moschatus	Ovibos_moschatus	315000	27.4
Ovis_ammon	160000	16.8	Ovis_ammon	Ovis_ammon	Ovis ammon	113998.72	15.08	Ovis_ammon	Ovis_ammon	160000	16.8
Ovis_aries	80000	22.8	Ovis_aries	Ovis_aries	Ovis aries	39097.89	19.169999999999998	Ovis_aries	Ovis_aries	80000	22.8
Ovis_canadensis	74644.87	24	Ovis_canadensis	Ovis_canadensis	Ovis canadensis	74644.87	24	Ovis_canadensis	Ovis_canadensis	70275	20.6
Ovis_dalli	73100	19.6	Ovis_dalli	Ovis_dalli	Ovis dalli	70194.13	16	Ovis_dalli	Ovis_dalli	73100	19.6
Ovis_nivicola	90000	NA	Ovis_nivicola	NA	Ovis nivicola	90000	-83.25	Ovis_nivicola	NA	NA	NA
Oxymycterus_akodontius	67.99	NA	Oxymycterus_akodontius	NA	Oxymycterus akodontius	67.99	-83.25	Oxymycterus_akodontius	NA	NA	NA
Oxymycterus_amazonicus	NA	NA	Oxymycterus_amazonicus	NA	Oxymycterus amazonicus	-999	-83.25	Oxymycterus_amazonicus	NA	NA	NA
Oxymycterus_angularis	67.99	NA	Oxymycterus_angularis	NA	Oxymycterus angularis	67.99	-83.25	Oxymycterus_angularis	NA	NA	NA
Oxymycterus_caparoae	NA	NA	Oxymycterus_caparoae	NA	Oxymycterus caparoae	-999	-83.25	Oxymycterus_caparoae	NA	NA	NA
Oxymycterus_dasytrichus	NA	NA	Oxymycterus_dasytrichus	NA	Oxymycterus dasytrichus	-999	-83.25	Oxymycterus_dasytrichus	NA	NA	NA
Oxymycterus_delator	81.49	NA	Oxymycterus_delator	NA	Oxymycterus delator	81.49	-83.25	Oxymycterus_delator	NA	NA	NA
Oxymycterus_hiska	67.99	NA	Oxymycterus_hiska	NA	Oxymycterus hiska	67.99	-83.25	Oxymycterus_hiska	NA	NA	NA
Oxymycterus_hispidus	36.75	NA	Oxymycterus_hispidus	NA	Oxymycterus hispidus	36.75	-83.25	Oxymycterus_hispidus	NA	NA	NA
Oxymycterus_hucucha	67.99	NA	Oxymycterus_hucucha	NA	Oxymycterus hucucha	67.99	-83.25	Oxymycterus_hucucha	NA	NA	NA
Oxymycterus_inca	34.99	NA	Oxymycterus_inca	NA	Oxymycterus inca	34.99	-83.25	Oxymycterus_inca	NA	NA	NA
Oxymycterus_josei	NA	NA	Oxymycterus_josei	NA	Oxymycterus josei	-999	-83.25	Oxymycterus_josei	NA	NA	NA
Oxymycterus_nasutus	67.99	NA	Oxymycterus_nasutus	NA	Oxymycterus nasutus	67.99	-83.25	Oxymycterus_nasutus	NA	NA	NA
Oxymycterus_paramensis	41.99	NA	Oxymycterus_paramensis	NA	Oxymycterus paramensis	41.99	-83.25	Oxymycterus_paramensis	NA	NA	NA
Oxymycterus_quaestor	NA	NA	Oxymycterus_quaestor	NA	Oxymycterus quaestor	-999	-83.25	Oxymycterus_quaestor	NA	NA	NA
Oxymycterus_roberti	83.71	NA	Oxymycterus_roberti	NA	Oxymycterus roberti	83.71	-83.25	Oxymycterus_roberti	NA	NA	NA
Oxymycterus_rufus	82.01	2.6	Oxymycterus_rufus	NA	Oxymycterus rufus	82.01	2.6	Oxymycterus_rufus	NA	NA	NA
Ozotoceros_bezoarticus	34620.4	21.9	Ozotoceros_bezoarticus	Ozotoceros_bezoarticus	Ozotoceros bezoarticus	34620.4	-83.25	Ozotoceros_bezoarticus	Ozotoceros_bezoarticus	32500	21.9
Pachyuromys_duprasi	47.5	8.3	Pachyuromys_duprasi	Pachyuromys_duprasi	Pachyuromys duprasi	47.5	4.3999999999999995	Pachyuromys_duprasi	Pachyuromys_duprasi	40	8.3
Pagophilus_groenlandicus	180000	42	Pagophilus_groenlandicus	Pagophilus_groenlandicus	Pagophilus groenlandicus	132250	42	Pagophilus_groenlandicus	Pagophilus_groenlandicus	180000	NA
Paguma_larvata	4300	27.4	Paguma_larvata	Paguma_larvata	Paguma larvata	4300	18	Paguma_larvata	Paguma_larvata	4300	27.4
Palawanomys_furvus	NA	NA	Palawanomys_furvus	NA	Palawanomys furvus	-999	-83.25	Palawanomys_furvus	NA	NA	NA
Pan_paniscus	39925	55	Pan_paniscus	Pan_paniscus	Pan paniscus	35119.95	48	Pan_paniscus	Pan_paniscus	39925	55
Pan_troglodytes	45000	60	Pan_troglodytes	Pan_troglodytes	Pan troglodytes	45000	60	Pan_troglodytes	Pan_troglodytes	44983.5	59.4
Panthera_leo	175000	30	Panthera_leo	Panthera_leo	Panthera leo	158623.93	30	Panthera_leo	Panthera_leo	175000	27
